zip code,county name,state,branch
54970,Waushara County,Wisconsin,"Madison, Wisconsin"
54976,Waushara County,Wisconsin,"Madison, Wisconsin"
54982,Waushara County,Wisconsin,"Madison, Wisconsin"
54984,Waushara County,Wisconsin,"Madison, Wisconsin"
54901,Winnebago County,Wisconsin,"Madison, Wisconsin"
54902,Winnebago County,Wisconsin,"Madison, Wisconsin"
54903,Winnebago County,Wisconsin,"Madison, Wisconsin"
54904,Winnebago County,Wisconsin,"Madison, Wisconsin"
54906,Winnebago County,Wisconsin,"Madison, Wisconsin"
54927,Winnebago County,Wisconsin,"Madison, Wisconsin"
54934,Winnebago County,Wisconsin,"Madison, Wisconsin"
54947,Winnebago County,Wisconsin,"Madison, Wisconsin"
54952,Winnebago County,Wisconsin,"Madison, Wisconsin"
54956,Winnebago County,Wisconsin,"Madison, Wisconsin"
54957,Winnebago County,Wisconsin,"Madison, Wisconsin"
54963,Winnebago County,Wisconsin,"Madison, Wisconsin"
54964,Winnebago County,Wisconsin,"Madison, Wisconsin"
54980,Winnebago County,Wisconsin,"Madison, Wisconsin"
54985,Winnebago County,Wisconsin,"Madison, Wisconsin"
54986,Winnebago County,Wisconsin,"Madison, Wisconsin"
54404,Wood County,Wisconsin,"Madison, Wisconsin"
54410,Wood County,Wisconsin,"Madison, Wisconsin"
54412,Wood County,Wisconsin,"Madison, Wisconsin"
54413,Wood County,Wisconsin,"Madison, Wisconsin"
54415,Wood County,Wisconsin,"Madison, Wisconsin"
54441,Wood County,Wisconsin,"Madison, Wisconsin"
54449,Wood County,Wisconsin,"Madison, Wisconsin"
54454,Wood County,Wisconsin,"Madison, Wisconsin"
54457,Wood County,Wisconsin,"Madison, Wisconsin"
54466,Wood County,Wisconsin,"Madison, Wisconsin"
54469,Wood County,Wisconsin,"Madison, Wisconsin"
54472,Wood County,Wisconsin,"Madison, Wisconsin"
54475,Wood County,Wisconsin,"Madison, Wisconsin"
54489,Wood County,Wisconsin,"Madison, Wisconsin"
54494,Wood County,Wisconsin,"Madison, Wisconsin"
54495,Wood County,Wisconsin,"Madison, Wisconsin"
55748,Aitkin County,Minnesota,"Fargo, North Dakota"
55752,Aitkin County,Minnesota,"Fargo, North Dakota"
55760,Aitkin County,Minnesota,"Fargo, North Dakota"
55785,Aitkin County,Minnesota,"Fargo, North Dakota"
55787,Aitkin County,Minnesota,"Fargo, North Dakota"
56350,Aitkin County,Minnesota,"Fargo, North Dakota"
56431,Aitkin County,Minnesota,"Fargo, North Dakota"
56469,Aitkin County,Minnesota,"Fargo, North Dakota"
55005,Anoka County,Minnesota,"Rochester, Minnesota"
55011,Anoka County,Minnesota,"Rochester, Minnesota"
55014,Anoka County,Minnesota,"Rochester, Minnesota"
55070,Anoka County,Minnesota,"Rochester, Minnesota"
55303,Anoka County,Minnesota,"Rochester, Minnesota"
55304,Anoka County,Minnesota,"Rochester, Minnesota"
55421,Anoka County,Minnesota,"Rochester, Minnesota"
55432,Anoka County,Minnesota,"Rochester, Minnesota"
55433,Anoka County,Minnesota,"Rochester, Minnesota"
55434,Anoka County,Minnesota,"Rochester, Minnesota"
55448,Anoka County,Minnesota,"Rochester, Minnesota"
55449,Anoka County,Minnesota,"Rochester, Minnesota"
56501,Becker County,Minnesota,"Fargo, North Dakota"
56502,Becker County,Minnesota,"Fargo, North Dakota"
56511,Becker County,Minnesota,"Fargo, North Dakota"
56521,Becker County,Minnesota,"Fargo, North Dakota"
56544,Becker County,Minnesota,"Fargo, North Dakota"
56554,Becker County,Minnesota,"Fargo, North Dakota"
56569,Becker County,Minnesota,"Fargo, North Dakota"
56570,Becker County,Minnesota,"Fargo, North Dakota"
56575,Becker County,Minnesota,"Fargo, North Dakota"
56577,Becker County,Minnesota,"Fargo, North Dakota"
56578,Becker County,Minnesota,"Fargo, North Dakota"
56591,Becker County,Minnesota,"Fargo, North Dakota"
56593,Becker County,Minnesota,"Fargo, North Dakota"
56601,Beltrami County,Minnesota,"Fargo, North Dakota"
56619,Beltrami County,Minnesota,"Fargo, North Dakota"
56630,Beltrami County,Minnesota,"Fargo, North Dakota"
56647,Beltrami County,Minnesota,"Fargo, North Dakota"
56650,Beltrami County,Minnesota,"Fargo, North Dakota"
56663,Beltrami County,Minnesota,"Fargo, North Dakota"
56666,Beltrami County,Minnesota,"Fargo, North Dakota"
56667,Beltrami County,Minnesota,"Fargo, North Dakota"
56670,Beltrami County,Minnesota,"Fargo, North Dakota"
56671,Beltrami County,Minnesota,"Fargo, North Dakota"
56678,Beltrami County,Minnesota,"Fargo, North Dakota"
56683,Beltrami County,Minnesota,"Fargo, North Dakota"
56685,Beltrami County,Minnesota,"Fargo, North Dakota"
56687,Beltrami County,Minnesota,"Fargo, North Dakota"
56329,Benton County,Minnesota,"Rochester, Minnesota"
56333,Benton County,Minnesota,"Rochester, Minnesota"
56357,Benton County,Minnesota,"Rochester, Minnesota"
56367,Benton County,Minnesota,"Rochester, Minnesota"
56379,Benton County,Minnesota,"Rochester, Minnesota"
56210,Big Stone County,Minnesota,"Sioux Falls, South Dakota"
56211,Big Stone County,Minnesota,"Sioux Falls, South Dakota"
56225,Big Stone County,Minnesota,"Sioux Falls, South Dakota"
56227,Big Stone County,Minnesota,"Sioux Falls, South Dakota"
56240,Big Stone County,Minnesota,"Sioux Falls, South Dakota"
56276,Big Stone County,Minnesota,"Sioux Falls, South Dakota"
56278,Big Stone County,Minnesota,"Sioux Falls, South Dakota"
56001,Blue Earth County,Minnesota,"Rochester, Minnesota"
56002,Blue Earth County,Minnesota,"Rochester, Minnesota"
56006,Blue Earth County,Minnesota,"Rochester, Minnesota"
56010,Blue Earth County,Minnesota,"Rochester, Minnesota"
56024,Blue Earth County,Minnesota,"Rochester, Minnesota"
56034,Blue Earth County,Minnesota,"Rochester, Minnesota"
56037,Blue Earth County,Minnesota,"Rochester, Minnesota"
56055,Blue Earth County,Minnesota,"Rochester, Minnesota"
56063,Blue Earth County,Minnesota,"Rochester, Minnesota"
56065,Blue Earth County,Minnesota,"Rochester, Minnesota"
56078,Blue Earth County,Minnesota,"Rochester, Minnesota"
56080,Blue Earth County,Minnesota,"Rochester, Minnesota"
56090,Blue Earth County,Minnesota,"Rochester, Minnesota"
56019,Brown County,Minnesota,"Sioux Falls, South Dakota"
56030,Brown County,Minnesota,"Sioux Falls, South Dakota"
56041,Brown County,Minnesota,"Sioux Falls, South Dakota"
56073,Brown County,Minnesota,"Sioux Falls, South Dakota"
56084,Brown County,Minnesota,"Sioux Falls, South Dakota"
56085,Brown County,Minnesota,"Sioux Falls, South Dakota"
56087,Brown County,Minnesota,"Sioux Falls, South Dakota"
55707,Carlton County,Minnesota,"Fargo, North Dakota"
55718,Carlton County,Minnesota,"Fargo, North Dakota"
55720,Carlton County,Minnesota,"Fargo, North Dakota"
55726,Carlton County,Minnesota,"Fargo, North Dakota"
55733,Carlton County,Minnesota,"Fargo, North Dakota"
55749,Carlton County,Minnesota,"Fargo, North Dakota"
55757,Carlton County,Minnesota,"Fargo, North Dakota"
55767,Carlton County,Minnesota,"Fargo, North Dakota"
55780,Carlton County,Minnesota,"Fargo, North Dakota"
55797,Carlton County,Minnesota,"Fargo, North Dakota"
55798,Carlton County,Minnesota,"Fargo, North Dakota"
55315,Carver County,Minnesota,"Rochester, Minnesota"
55317,Carver County,Minnesota,"Rochester, Minnesota"
55318,Carver County,Minnesota,"Rochester, Minnesota"
55322,Carver County,Minnesota,"Rochester, Minnesota"
55339,Carver County,Minnesota,"Rochester, Minnesota"
55360,Carver County,Minnesota,"Rochester, Minnesota"
55367,Carver County,Minnesota,"Rochester, Minnesota"
55368,Carver County,Minnesota,"Rochester, Minnesota"
55383,Carver County,Minnesota,"Rochester, Minnesota"
55386,Carver County,Minnesota,"Rochester, Minnesota"
55387,Carver County,Minnesota,"Rochester, Minnesota"
55388,Carver County,Minnesota,"Rochester, Minnesota"
55394,Carver County,Minnesota,"Rochester, Minnesota"
55397,Carver County,Minnesota,"Rochester, Minnesota"
55399,Carver County,Minnesota,"Rochester, Minnesota"
55550,Carver County,Minnesota,"Rochester, Minnesota"
55551,Carver County,Minnesota,"Rochester, Minnesota"
55552,Carver County,Minnesota,"Rochester, Minnesota"
55553,Carver County,Minnesota,"Rochester, Minnesota"
55554,Carver County,Minnesota,"Rochester, Minnesota"
55555,Carver County,Minnesota,"Rochester, Minnesota"
55556,Carver County,Minnesota,"Rochester, Minnesota"
55557,Carver County,Minnesota,"Rochester, Minnesota"
55558,Carver County,Minnesota,"Rochester, Minnesota"
55559,Carver County,Minnesota,"Rochester, Minnesota"
55560,Carver County,Minnesota,"Rochester, Minnesota"
55562,Carver County,Minnesota,"Rochester, Minnesota"
55564,Carver County,Minnesota,"Rochester, Minnesota"
55566,Carver County,Minnesota,"Rochester, Minnesota"
55567,Carver County,Minnesota,"Rochester, Minnesota"
55568,Carver County,Minnesota,"Rochester, Minnesota"
55573,Carver County,Minnesota,"Rochester, Minnesota"
55583,Carver County,Minnesota,"Rochester, Minnesota"
55594,Carver County,Minnesota,"Rochester, Minnesota"
56430,Cass County,Minnesota,"Fargo, North Dakota"
56435,Cass County,Minnesota,"Fargo, North Dakota"
56452,Cass County,Minnesota,"Fargo, North Dakota"
56473,Cass County,Minnesota,"Fargo, North Dakota"
56474,Cass County,Minnesota,"Fargo, North Dakota"
56484,Cass County,Minnesota,"Fargo, North Dakota"
56626,Cass County,Minnesota,"Fargo, North Dakota"
56633,Cass County,Minnesota,"Fargo, North Dakota"
56641,Cass County,Minnesota,"Fargo, North Dakota"
56655,Cass County,Minnesota,"Fargo, North Dakota"
56662,Cass County,Minnesota,"Fargo, North Dakota"
56672,Cass County,Minnesota,"Fargo, North Dakota"
56222,Chippewa County,Minnesota,"Sioux Falls, South Dakota"
56260,Chippewa County,Minnesota,"Sioux Falls, South Dakota"
56262,Chippewa County,Minnesota,"Sioux Falls, South Dakota"
56265,Chippewa County,Minnesota,"Sioux Falls, South Dakota"
56295,Chippewa County,Minnesota,"Sioux Falls, South Dakota"
55002,Chisago County,Minnesota,"Rochester, Minnesota"
55012,Chisago County,Minnesota,"Rochester, Minnesota"
55013,Chisago County,Minnesota,"Rochester, Minnesota"
55032,Chisago County,Minnesota,"Rochester, Minnesota"
55045,Chisago County,Minnesota,"Rochester, Minnesota"
55056,Chisago County,Minnesota,"Rochester, Minnesota"
55069,Chisago County,Minnesota,"Rochester, Minnesota"
55074,Chisago County,Minnesota,"Rochester, Minnesota"
55078,Chisago County,Minnesota,"Rochester, Minnesota"
55079,Chisago County,Minnesota,"Rochester, Minnesota"
55084,Chisago County,Minnesota,"Rochester, Minnesota"
55092,Chisago County,Minnesota,"Rochester, Minnesota"
56514,Clay County,Minnesota,"Fargo, North Dakota"
56525,Clay County,Minnesota,"Fargo, North Dakota"
56529,Clay County,Minnesota,"Fargo, North Dakota"
56536,Clay County,Minnesota,"Fargo, North Dakota"
56546,Clay County,Minnesota,"Fargo, North Dakota"
56547,Clay County,Minnesota,"Fargo, North Dakota"
56549,Clay County,Minnesota,"Fargo, North Dakota"
56552,Clay County,Minnesota,"Fargo, North Dakota"
56560,Clay County,Minnesota,"Fargo, North Dakota"
56561,Clay County,Minnesota,"Fargo, North Dakota"
56562,Clay County,Minnesota,"Fargo, North Dakota"
56563,Clay County,Minnesota,"Fargo, North Dakota"
56580,Clay County,Minnesota,"Fargo, North Dakota"
56585,Clay County,Minnesota,"Fargo, North Dakota"
56621,Clearwater County,Minnesota,"Fargo, North Dakota"
56634,Clearwater County,Minnesota,"Fargo, North Dakota"
56644,Clearwater County,Minnesota,"Fargo, North Dakota"
56652,Clearwater County,Minnesota,"Fargo, North Dakota"
56676,Clearwater County,Minnesota,"Fargo, North Dakota"
55604,Cook County,Minnesota,"Fargo, North Dakota"
55605,Cook County,Minnesota,"Fargo, North Dakota"
55606,Cook County,Minnesota,"Fargo, North Dakota"
55612,Cook County,Minnesota,"Fargo, North Dakota"
55613,Cook County,Minnesota,"Fargo, North Dakota"
55615,Cook County,Minnesota,"Fargo, North Dakota"
56101,Cottonwood County,Minnesota,"Sioux Falls, South Dakota"
56118,Cottonwood County,Minnesota,"Sioux Falls, South Dakota"
56145,Cottonwood County,Minnesota,"Sioux Falls, South Dakota"
56159,Cottonwood County,Minnesota,"Sioux Falls, South Dakota"
56174,Cottonwood County,Minnesota,"Sioux Falls, South Dakota"
56183,Cottonwood County,Minnesota,"Sioux Falls, South Dakota"
56401,Crow Wing County,Minnesota,"Fargo, North Dakota"
56425,Crow Wing County,Minnesota,"Fargo, North Dakota"
56441,Crow Wing County,Minnesota,"Fargo, North Dakota"
56442,Crow Wing County,Minnesota,"Fargo, North Dakota"
56444,Crow Wing County,Minnesota,"Fargo, North Dakota"
56447,Crow Wing County,Minnesota,"Fargo, North Dakota"
56448,Crow Wing County,Minnesota,"Fargo, North Dakota"
56449,Crow Wing County,Minnesota,"Fargo, North Dakota"
56450,Crow Wing County,Minnesota,"Fargo, North Dakota"
56455,Crow Wing County,Minnesota,"Fargo, North Dakota"
56456,Crow Wing County,Minnesota,"Fargo, North Dakota"
56459,Crow Wing County,Minnesota,"Fargo, North Dakota"
56465,Crow Wing County,Minnesota,"Fargo, North Dakota"
56468,Crow Wing County,Minnesota,"Fargo, North Dakota"
56472,Crow Wing County,Minnesota,"Fargo, North Dakota"
55010,Dakota County,Minnesota,"Rochester, Minnesota"
55024,Dakota County,Minnesota,"Rochester, Minnesota"
55031,Dakota County,Minnesota,"Rochester, Minnesota"
55033,Dakota County,Minnesota,"Rochester, Minnesota"
55044,Dakota County,Minnesota,"Rochester, Minnesota"
55065,Dakota County,Minnesota,"Rochester, Minnesota"
55068,Dakota County,Minnesota,"Rochester, Minnesota"
55075,Dakota County,Minnesota,"Rochester, Minnesota"
55076,Dakota County,Minnesota,"Rochester, Minnesota"
55077,Dakota County,Minnesota,"Rochester, Minnesota"
55085,Dakota County,Minnesota,"Rochester, Minnesota"
55118,Dakota County,Minnesota,"Rochester, Minnesota"
55120,Dakota County,Minnesota,"Rochester, Minnesota"
55121,Dakota County,Minnesota,"Rochester, Minnesota"
55122,Dakota County,Minnesota,"Rochester, Minnesota"
55123,Dakota County,Minnesota,"Rochester, Minnesota"
55124,Dakota County,Minnesota,"Rochester, Minnesota"
55150,Dakota County,Minnesota,"Rochester, Minnesota"
55306,Dakota County,Minnesota,"Rochester, Minnesota"
55337,Dakota County,Minnesota,"Rochester, Minnesota"
55924,Dodge County,Minnesota,"Rochester, Minnesota"
55927,Dodge County,Minnesota,"Rochester, Minnesota"
55940,Dodge County,Minnesota,"Rochester, Minnesota"
55944,Dodge County,Minnesota,"Rochester, Minnesota"
55955,Dodge County,Minnesota,"Rochester, Minnesota"
55985,Dodge County,Minnesota,"Rochester, Minnesota"
56308,Douglas County,Minnesota,"Sioux Falls, South Dakota"
56315,Douglas County,Minnesota,"Sioux Falls, South Dakota"
56319,Douglas County,Minnesota,"Sioux Falls, South Dakota"
56326,Douglas County,Minnesota,"Sioux Falls, South Dakota"
56327,Douglas County,Minnesota,"Sioux Falls, South Dakota"
56332,Douglas County,Minnesota,"Sioux Falls, South Dakota"
56341,Douglas County,Minnesota,"Sioux Falls, South Dakota"
56343,Douglas County,Minnesota,"Sioux Falls, South Dakota"
56354,Douglas County,Minnesota,"Sioux Falls, South Dakota"
56355,Douglas County,Minnesota,"Sioux Falls, South Dakota"
56360,Douglas County,Minnesota,"Sioux Falls, South Dakota"
56013,Faribault County,Minnesota,"Rochester, Minnesota"
56014,Faribault County,Minnesota,"Rochester, Minnesota"
56023,Faribault County,Minnesota,"Rochester, Minnesota"
56025,Faribault County,Minnesota,"Rochester, Minnesota"
56027,Faribault County,Minnesota,"Rochester, Minnesota"
56033,Faribault County,Minnesota,"Rochester, Minnesota"
56047,Faribault County,Minnesota,"Rochester, Minnesota"
56051,Faribault County,Minnesota,"Rochester, Minnesota"
56068,Faribault County,Minnesota,"Rochester, Minnesota"
56097,Faribault County,Minnesota,"Rochester, Minnesota"
56098,Faribault County,Minnesota,"Rochester, Minnesota"
55922,Fillmore County,Minnesota,"Rochester, Minnesota"
55923,Fillmore County,Minnesota,"Rochester, Minnesota"
55935,Fillmore County,Minnesota,"Rochester, Minnesota"
55939,Fillmore County,Minnesota,"Rochester, Minnesota"
55949,Fillmore County,Minnesota,"Rochester, Minnesota"
55954,Fillmore County,Minnesota,"Rochester, Minnesota"
55961,Fillmore County,Minnesota,"Rochester, Minnesota"
55962,Fillmore County,Minnesota,"Rochester, Minnesota"
55965,Fillmore County,Minnesota,"Rochester, Minnesota"
55971,Fillmore County,Minnesota,"Rochester, Minnesota"
55975,Fillmore County,Minnesota,"Rochester, Minnesota"
55990,Fillmore County,Minnesota,"Rochester, Minnesota"
56007,Freeborn County,Minnesota,"Rochester, Minnesota"
56009,Freeborn County,Minnesota,"Rochester, Minnesota"
56016,Freeborn County,Minnesota,"Rochester, Minnesota"
56020,Freeborn County,Minnesota,"Rochester, Minnesota"
56029,Freeborn County,Minnesota,"Rochester, Minnesota"
56032,Freeborn County,Minnesota,"Rochester, Minnesota"
56035,Freeborn County,Minnesota,"Rochester, Minnesota"
56036,Freeborn County,Minnesota,"Rochester, Minnesota"
56042,Freeborn County,Minnesota,"Rochester, Minnesota"
56043,Freeborn County,Minnesota,"Rochester, Minnesota"
56045,Freeborn County,Minnesota,"Rochester, Minnesota"
56089,Freeborn County,Minnesota,"Rochester, Minnesota"
55009,Goodhue County,Minnesota,"Rochester, Minnesota"
55018,Goodhue County,Minnesota,"Rochester, Minnesota"
55026,Goodhue County,Minnesota,"Rochester, Minnesota"
55027,Goodhue County,Minnesota,"Rochester, Minnesota"
55066,Goodhue County,Minnesota,"Rochester, Minnesota"
55089,Goodhue County,Minnesota,"Rochester, Minnesota"
55946,Goodhue County,Minnesota,"Rochester, Minnesota"
55963,Goodhue County,Minnesota,"Rochester, Minnesota"
55983,Goodhue County,Minnesota,"Rochester, Minnesota"
55992,Goodhue County,Minnesota,"Rochester, Minnesota"
56248,Grant County,Minnesota,"Sioux Falls, South Dakota"
56274,Grant County,Minnesota,"Sioux Falls, South Dakota"
56309,Grant County,Minnesota,"Sioux Falls, South Dakota"
56311,Grant County,Minnesota,"Sioux Falls, South Dakota"
56339,Grant County,Minnesota,"Sioux Falls, South Dakota"
56531,Grant County,Minnesota,"Sioux Falls, South Dakota"
56590,Grant County,Minnesota,"Sioux Falls, South Dakota"
55111,Hennepin County,Minnesota,"Rochester, Minnesota"
55305,Hennepin County,Minnesota,"Rochester, Minnesota"
55311,Hennepin County,Minnesota,"Rochester, Minnesota"
55316,Hennepin County,Minnesota,"Rochester, Minnesota"
55323,Hennepin County,Minnesota,"Rochester, Minnesota"
55327,Hennepin County,Minnesota,"Rochester, Minnesota"
55331,Hennepin County,Minnesota,"Rochester, Minnesota"
55340,Hennepin County,Minnesota,"Rochester, Minnesota"
55343,Hennepin County,Minnesota,"Rochester, Minnesota"
55344,Hennepin County,Minnesota,"Rochester, Minnesota"
55345,Hennepin County,Minnesota,"Rochester, Minnesota"
55346,Hennepin County,Minnesota,"Rochester, Minnesota"
55347,Hennepin County,Minnesota,"Rochester, Minnesota"
55348,Hennepin County,Minnesota,"Rochester, Minnesota"
55356,Hennepin County,Minnesota,"Rochester, Minnesota"
55357,Hennepin County,Minnesota,"Rochester, Minnesota"
55359,Hennepin County,Minnesota,"Rochester, Minnesota"
55361,Hennepin County,Minnesota,"Rochester, Minnesota"
55364,Hennepin County,Minnesota,"Rochester, Minnesota"
55369,Hennepin County,Minnesota,"Rochester, Minnesota"
55374,Hennepin County,Minnesota,"Rochester, Minnesota"
55375,Hennepin County,Minnesota,"Rochester, Minnesota"
55384,Hennepin County,Minnesota,"Rochester, Minnesota"
55391,Hennepin County,Minnesota,"Rochester, Minnesota"
55392,Hennepin County,Minnesota,"Rochester, Minnesota"
55393,Hennepin County,Minnesota,"Rochester, Minnesota"
55401,Hennepin County,Minnesota,"Rochester, Minnesota"
55402,Hennepin County,Minnesota,"Rochester, Minnesota"
55403,Hennepin County,Minnesota,"Rochester, Minnesota"
55404,Hennepin County,Minnesota,"Rochester, Minnesota"
55405,Hennepin County,Minnesota,"Rochester, Minnesota"
55406,Hennepin County,Minnesota,"Rochester, Minnesota"
55407,Hennepin County,Minnesota,"Rochester, Minnesota"
55408,Hennepin County,Minnesota,"Rochester, Minnesota"
55409,Hennepin County,Minnesota,"Rochester, Minnesota"
55410,Hennepin County,Minnesota,"Rochester, Minnesota"
55411,Hennepin County,Minnesota,"Rochester, Minnesota"
55412,Hennepin County,Minnesota,"Rochester, Minnesota"
55413,Hennepin County,Minnesota,"Rochester, Minnesota"
55414,Hennepin County,Minnesota,"Rochester, Minnesota"
55415,Hennepin County,Minnesota,"Rochester, Minnesota"
55416,Hennepin County,Minnesota,"Rochester, Minnesota"
55417,Hennepin County,Minnesota,"Rochester, Minnesota"
55418,Hennepin County,Minnesota,"Rochester, Minnesota"
55419,Hennepin County,Minnesota,"Rochester, Minnesota"
55420,Hennepin County,Minnesota,"Rochester, Minnesota"
55422,Hennepin County,Minnesota,"Rochester, Minnesota"
55423,Hennepin County,Minnesota,"Rochester, Minnesota"
55424,Hennepin County,Minnesota,"Rochester, Minnesota"
55425,Hennepin County,Minnesota,"Rochester, Minnesota"
55426,Hennepin County,Minnesota,"Rochester, Minnesota"
55427,Hennepin County,Minnesota,"Rochester, Minnesota"
55428,Hennepin County,Minnesota,"Rochester, Minnesota"
55429,Hennepin County,Minnesota,"Rochester, Minnesota"
55430,Hennepin County,Minnesota,"Rochester, Minnesota"
55431,Hennepin County,Minnesota,"Rochester, Minnesota"
55435,Hennepin County,Minnesota,"Rochester, Minnesota"
55436,Hennepin County,Minnesota,"Rochester, Minnesota"
55437,Hennepin County,Minnesota,"Rochester, Minnesota"
55438,Hennepin County,Minnesota,"Rochester, Minnesota"
55439,Hennepin County,Minnesota,"Rochester, Minnesota"
55440,Hennepin County,Minnesota,"Rochester, Minnesota"
55441,Hennepin County,Minnesota,"Rochester, Minnesota"
55442,Hennepin County,Minnesota,"Rochester, Minnesota"
55443,Hennepin County,Minnesota,"Rochester, Minnesota"
55444,Hennepin County,Minnesota,"Rochester, Minnesota"
55445,Hennepin County,Minnesota,"Rochester, Minnesota"
55446,Hennepin County,Minnesota,"Rochester, Minnesota"
55447,Hennepin County,Minnesota,"Rochester, Minnesota"
55450,Hennepin County,Minnesota,"Rochester, Minnesota"
55454,Hennepin County,Minnesota,"Rochester, Minnesota"
55455,Hennepin County,Minnesota,"Rochester, Minnesota"
55458,Hennepin County,Minnesota,"Rochester, Minnesota"
55459,Hennepin County,Minnesota,"Rochester, Minnesota"
55460,Hennepin County,Minnesota,"Rochester, Minnesota"
55467,Hennepin County,Minnesota,"Rochester, Minnesota"
55468,Hennepin County,Minnesota,"Rochester, Minnesota"
55470,Hennepin County,Minnesota,"Rochester, Minnesota"
55472,Hennepin County,Minnesota,"Rochester, Minnesota"
55473,Hennepin County,Minnesota,"Rochester, Minnesota"
55474,Hennepin County,Minnesota,"Rochester, Minnesota"
55478,Hennepin County,Minnesota,"Rochester, Minnesota"
55479,Hennepin County,Minnesota,"Rochester, Minnesota"
55480,Hennepin County,Minnesota,"Rochester, Minnesota"
55483,Hennepin County,Minnesota,"Rochester, Minnesota"
55484,Hennepin County,Minnesota,"Rochester, Minnesota"
55485,Hennepin County,Minnesota,"Rochester, Minnesota"
55486,Hennepin County,Minnesota,"Rochester, Minnesota"
55487,Hennepin County,Minnesota,"Rochester, Minnesota"
55488,Hennepin County,Minnesota,"Rochester, Minnesota"
55569,Hennepin County,Minnesota,"Rochester, Minnesota"
55570,Hennepin County,Minnesota,"Rochester, Minnesota"
55571,Hennepin County,Minnesota,"Rochester, Minnesota"
55574,Hennepin County,Minnesota,"Rochester, Minnesota"
55576,Hennepin County,Minnesota,"Rochester, Minnesota"
55578,Hennepin County,Minnesota,"Rochester, Minnesota"
55579,Hennepin County,Minnesota,"Rochester, Minnesota"
55592,Hennepin County,Minnesota,"Rochester, Minnesota"
55593,Hennepin County,Minnesota,"Rochester, Minnesota"
55595,Hennepin County,Minnesota,"Rochester, Minnesota"
55596,Hennepin County,Minnesota,"Rochester, Minnesota"
55597,Hennepin County,Minnesota,"Rochester, Minnesota"
55598,Hennepin County,Minnesota,"Rochester, Minnesota"
55599,Hennepin County,Minnesota,"Rochester, Minnesota"
55919,Houston County,Minnesota,"Rochester, Minnesota"
55921,Houston County,Minnesota,"Rochester, Minnesota"
55931,Houston County,Minnesota,"Rochester, Minnesota"
55941,Houston County,Minnesota,"Rochester, Minnesota"
55943,Houston County,Minnesota,"Rochester, Minnesota"
55947,Houston County,Minnesota,"Rochester, Minnesota"
55974,Houston County,Minnesota,"Rochester, Minnesota"
56433,Hubbard County,Minnesota,"Fargo, North Dakota"
56436,Hubbard County,Minnesota,"Fargo, North Dakota"
56458,Hubbard County,Minnesota,"Fargo, North Dakota"
56461,Hubbard County,Minnesota,"Fargo, North Dakota"
56467,Hubbard County,Minnesota,"Fargo, North Dakota"
56470,Hubbard County,Minnesota,"Fargo, North Dakota"
55006,Isanti County,Minnesota,"Rochester, Minnesota"
55008,Isanti County,Minnesota,"Rochester, Minnesota"
55017,Isanti County,Minnesota,"Rochester, Minnesota"
55029,Isanti County,Minnesota,"Rochester, Minnesota"
55040,Isanti County,Minnesota,"Rochester, Minnesota"
55080,Isanti County,Minnesota,"Rochester, Minnesota"
55709,Itasca County,Minnesota,"Fargo, North Dakota"
55716,Itasca County,Minnesota,"Fargo, North Dakota"
55721,Itasca County,Minnesota,"Fargo, North Dakota"
55722,Itasca County,Minnesota,"Fargo, North Dakota"
55730,Itasca County,Minnesota,"Fargo, North Dakota"
55742,Itasca County,Minnesota,"Fargo, North Dakota"
55744,Itasca County,Minnesota,"Fargo, North Dakota"
55745,Itasca County,Minnesota,"Fargo, North Dakota"
55753,Itasca County,Minnesota,"Fargo, North Dakota"
55764,Itasca County,Minnesota,"Fargo, North Dakota"
55769,Itasca County,Minnesota,"Fargo, North Dakota"
55775,Itasca County,Minnesota,"Fargo, North Dakota"
55784,Itasca County,Minnesota,"Fargo, North Dakota"
55786,Itasca County,Minnesota,"Fargo, North Dakota"
55793,Itasca County,Minnesota,"Fargo, North Dakota"
56628,Itasca County,Minnesota,"Fargo, North Dakota"
56631,Itasca County,Minnesota,"Fargo, North Dakota"
56636,Itasca County,Minnesota,"Fargo, North Dakota"
56637,Itasca County,Minnesota,"Fargo, North Dakota"
56639,Itasca County,Minnesota,"Fargo, North Dakota"
56657,Itasca County,Minnesota,"Fargo, North Dakota"
56659,Itasca County,Minnesota,"Fargo, North Dakota"
56680,Itasca County,Minnesota,"Fargo, North Dakota"
56681,Itasca County,Minnesota,"Fargo, North Dakota"
56688,Itasca County,Minnesota,"Fargo, North Dakota"
56111,Jackson County,Minnesota,"Sioux Falls, South Dakota"
56137,Jackson County,Minnesota,"Sioux Falls, South Dakota"
56143,Jackson County,Minnesota,"Sioux Falls, South Dakota"
56150,Jackson County,Minnesota,"Sioux Falls, South Dakota"
56161,Jackson County,Minnesota,"Sioux Falls, South Dakota"
55007,Kanabec County,Minnesota,"Rochester, Minnesota"
55051,Kanabec County,Minnesota,"Rochester, Minnesota"
56358,Kanabec County,Minnesota,"Rochester, Minnesota"
56201,Kandiyohi County,Minnesota,"Sioux Falls, South Dakota"
56209,Kandiyohi County,Minnesota,"Sioux Falls, South Dakota"
56216,Kandiyohi County,Minnesota,"Sioux Falls, South Dakota"
56251,Kandiyohi County,Minnesota,"Sioux Falls, South Dakota"
56253,Kandiyohi County,Minnesota,"Sioux Falls, South Dakota"
56273,Kandiyohi County,Minnesota,"Sioux Falls, South Dakota"
